track_id,is_seed_track,lead_genre,semantic_score,lead_genre_match,genre_overlap_count,tag_overlap_count,numeric_pass_count,tempo_distance,loudness_distance,key_distance,mode_distance,decision,decision_reason
TRAACHN128F1489601,0,lie,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACIW12903CC0F6D,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACLV128F427E123,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACNS128F14A2DF5,0,latin,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACOW128F933E35F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACPE128F421C1B9,0,blax,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACQT128F9331780,0,fave songs,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACSL128F93462F4,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACTB12903CAAF15,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACVS128E078BE39,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAACZK128F4243829,0,cuba,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADDS128F425C68B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADED128F42741FD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADEV128F9348C0A,0,beautiful,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADHS12903CE70A9,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADIV12903CB15C1,0,batcave,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADLH12903CA70EE,0,political,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADLN128F14832E9,0,classic rock,3,1,5,5,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAADLR12903CF8D7E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADLX128F1469250,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADMH128F9343E59,0,blues rock,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADNA128F9331246,0,blues,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAADOF12903CAA1C1,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADQX128F422B4CF,0,lo-fi,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAADRN128F932D607,0,digital hardcore,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAADVH128EF34DE7A,0,punk,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAADYB128F92D7E73,0,bossa nova,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAADYI128E078FB38,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEAM128F934B199,0,hardcore punk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEDJ12903CCE390,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEEH128E0795DFE,0,christmas,2,0,4,5,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAELO128F9302DD1,0,chill906,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEMJ128F425A917,0,pop,3,1,1,1,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAENC128F1451DE9,0,indie,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEOU128F9309DE0,0,bali-lugn,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAERU128F930674F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEUB12903CDD3EA,0,cybergrind,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAEWG128F930B3A4,0,indie rock,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAEXM128F92D47C8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFEB128F92F8694,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFJW128F428A424,0,punk,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAFKJ12903D02552,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFMS128F933AB23,0,rock argentino,2,0,2,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAFON128F42926FB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFRU128F9339158,0,ambient,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFSM128F425A2C5,0,5-star,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAFUJ128F933F42B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAFYL128E07856A7,0,rock,3,1,4,4,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAGCZ128F93210FD,0,hip-hop,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAGEC128E079252C,0,industrial,2,0,6,6,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAGGE128F9325E2C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGHM128EF35CF8E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGJV128F1464090,0,60s,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAGKF128F932D5A2,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGKQ128F92EAF39,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGKS128F9314884,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGMJ12903CAD7D4,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGNL128F4299BF1,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGOH128F42593CE,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGPF12903CE027E,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGPH128F4273C8D,0,savage garden,2,0,2,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAGPJ128F428CD1B,0,stoner rock,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAGUA128F93236E8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGVF128E0789785,0,madchester,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGVM128E0784D95,0,look them up,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGXN128F92DE52C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAGZU128EF360F47,0,outskirts of expansion,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHDH128F93094B6,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHEG128E07861C3,0,beast,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHEH128F427FCEF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHEQ128F93057B4,0,top hat,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHJX128F9312B83,0,food instrumental,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHKE128F421389B,0,free jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHMO128F92DE7C9,0,aynomys varied radio,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHPZ12903CB4643,0,chillout,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHRF128F92FE234,0,contemporary gospel tag,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHVY128F92E25D6,0,jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHXN128F9326097,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHYV128F932A425,0,old school hardcore,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAHZP12903CA25F4,0,organized knofusion,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIAE128F42AC53D,0,martina mcbride,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIAN12903CFF16D,0,reggae,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIAX128F930531B,0,garage,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIBB12903CECB35,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIDY128F92CA454,0,77davez-all-tracks,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAIFG12903CB0BCB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIGD12903CA2F3C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIHL128F92E6DDA,0,rnb,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAIIE128F4288BB1,0,howard armstrong,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIII128F427D5D8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAILM128F93480BB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAINT128F933BBE0,0,francais,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIRG128F93265E8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIXN128F428027A,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIXU128F4241E5C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAIYR12903CD290D,0,hard rock,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAJAC128F148B530,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJBU128F9326C02,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJJG128F4284B27,0,alternative rock,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAJJV128F42A2F99,0,rockpop,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJMH128E0785407,0,gospel,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJNM12903CF4750,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJSX128F4275A1D,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJVJ128F42570AD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJXQ128F92E65BF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAJYX128F4255568,0,reggae,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKAS128F4246013,0,progressive rock,3,1,3,3,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAKAV128F931BE25,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKDF128F92FA302,0,rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAKDG128F42A0ECB,0,dance,2,0,2,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAKJJ128F4228346,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKNS12903CC5198,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKQS128F4224DE1,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKSB128F934D73A,0,zouk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKTK128F9343DCC,0,rock,3,1,3,3,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAKVA128F934E69E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKVD12903CE8474,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKVZ12903D074BB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAKXN128F92E71B1,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALCM128F4264370,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALDU128F930D56B,0,anders och mans,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALEO128F42A7AEA,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALHD12903D0BD6A,0,rock,3,1,3,3,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAALNG12903D014E9,0,black metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALRZ128F429024E,0,piano,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAALSV128F4282B9B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALUX12903CFD50B,0,classic dub,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALZC128F92E11A6,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAALZN128F932D457,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMES128F42AF068,0,grunge,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAMFT128F93128AD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMGJ12903CD315C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMII128F933B583,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMJY128F92F5919,0,djquik,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMKI128F428537A,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMKL128F9347D8A,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMKP12903CC74F4,0,house,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMKW128F4249CF0,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMPA128F92E7D0D,0,punk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMSO128EF348DCC,0,hard rock,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAMXP128F4264F6A,0,alt country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMYQ128F148B753,0,song sequel,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMZB12903CAB002,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAMZR128F9315DCC,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANBH128F9345A6C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANKK128F42531BC,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANLO128F422AE37,0,black metal,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAANLZ128F934EC42,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANMF12903CEAFEF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANRI12903CD0A9C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANTD128F9323B23,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAANTZ128E0792529,0,industrial,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAODT12903D0D16E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOEH128F426A82F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOIN128F9303790,0,alternative,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOJI128F1458DCD,0,80s,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAOPW128F428AE31,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAORY128F934984F,0,1live fiehe,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOTD128F42322FC,0,country blues guitar greats,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOTT128F14AE002,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOTT128F9342E04,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOXM12903CFB3B0,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAOYG128F9314996,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPCC128F42519A7,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPFQ128F42684DB,0,black metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPGF128F1458F8B,0,batcave,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPIV128F1493132,0,blues,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAPLS12903CB2D40,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPPQ128F14961F5,0,new wave,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAPQQ128F427C750,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPSQ12903CAE86A,0,punk,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAPVV128F425D64C,0,rnb,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAPWD128F931ACD4,0,breakbeat,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAPXK128F934DF25,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQBF12903CF796B,0,xmas,1,0,0,1,0,,,,,keep,"keep: semantic_score=1, numeric_pass_count=0"
TRAAQCK128F92E8C33,0,pop,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAAQDJ128F92F95E0,0,loved,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAAQDL12903CA8FB5,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQEV12903CB5459,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQFC128F425ED83,0,smooth jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQIH128F428BDEA,0,underground hip-hop,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQLE128F424AE71,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQLJ128F428E870,0,latin,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQOH128F4265CE6,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQPS128F429161D,0,stoner metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAAQUC128F9322A82,0,biker rock,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
